Date,Price,Open,High,Low,Vol.,Change %,SentimentSum
2023-03-06,316.97,312.82,317.29,312.43,4.89M,1.45%,0
2023-03-03,312.45,309.56,312.66,308.50,4.49M,1.53%,0
2023-03-02,307.75,303.66,308.10,301.45,3.15M,1.03%,0
2023-03-01,304.62,304.02,305.62,302.08,3.40M,-0.18%,0
2023-02-28,305.18,304.89,306.15,303.41,4.74M,0.17%,0
2023-02-27,304.66,304.37,305.78,302.01,3.65M,0.21%,0.0
2023-02-24,304.02,300.40,305.62,300.01,3.66M,0.31%,0
2023-02-23,303.07,305.01,305.56,300.25,2.74M,-0.03%,0
2023-02-22,303.16,303.20,305.27,301.77,2.90M,0.15%,0
2023-02-21,302.72,306.17,307.30,300.50,4.13M,-1.79%,0
2023-02-17,308.24,307.15,308.41,305.48,2.72M,0.02%,0
2023-02-16,308.18,307.58,310.20,306.87,2.80M,-0.47%,0
2023-02-15,309.63,309.98,310.37,308.28,2.41M,-0.37%,-0.045999999999999985
2023-02-14,310.79,313.78,314.10,309.04,2.91M,-0.94%,0
2023-02-13,313.74,310.30,313.74,309.62,3.26M,1.24%,0
2023-02-10,309.89,307.08,309.98,305.28,2.81M,0.87%,0
2023-02-09,307.21,310.17,311.42,306.99,3.46M,-0.41%,0
2023-02-08,308.48,311.12,313.41,308.01,3.37M,-1.43%,0
2023-02-07,312.97,307.30,314.15,306.63,3.79M,1.47%,0
2023-02-06,308.43,308.25,308.80,305.60,2.98M,-0.03%,0
2023-02-03,308.51,311.00,311.55,305.92,5.39M,-1.07%,0
2023-02-02,311.86,312.35,312.60,308.30,4.43M,0.42%,0
2023-02-01,310.57,309.63,312.67,306.38,3.52M,-0.30%,0
2023-01-31,311.52,307.74,311.86,305.79,3.66M,1.36%,0
2023-01-30,307.33,307.60,309.51,306.81,3.48M,-0.60%,0
2023-01-27,309.17,309.79,311.73,308.34,3.03M,-0.57%,0
2023-01-26,310.95,312.99,313.68,309.58,2.86M,-0.30%,0
2023-01-25,311.90,308.33,312.55,307.71,2.30M,0.19%,0
2023-01-24,311.30,309.30,312.83,307.50,2.23M,0.28%,0
2023-01-23,310.42,309.63,312.73,306.85,3.09M,0.18%,0
2023-01-20,309.87,305.21,310.01,304.36,3.77M,1.52%,0
2023-01-19,305.23,306.12,307.23,303.86,3.62M,-1.00%,0
2023-01-18,308.30,315.00,315.54,307.75,3.41M,-2.08%,0
2023-01-17,314.86,318.40,318.52,314.25,3.48M,-0.88%,0
2023-01-13,317.64,317.49,318.42,315.79,2.77M,-0.40%,0
2023-01-12,318.93,321.15,321.32,317.72,3.08M,-0.45%,0
2023-01-11,320.37,318.52,320.57,316.60,3.00M,1.27%,0
2023-01-10,316.35,315.00,316.80,313.34,3.05M,0.26%,0
2023-01-09,315.53,319.02,320.50,314.75,4.40M,-0.99%,0
2023-01-06,318.69,315.00,320.16,313.38,3.65M,1.85%,0
2023-01-05,312.90,313.57,314.23,310.00,3.42M,-0.52%,0
2023-01-04,314.55,312.00,316.89,311.25,5.12M,1.50%,0
2023-01-03,309.91,310.07,312.39,307.38,3.55M,0.33%,0
